subscription_id,client_id,plan,start_date,end_date,amount,currency,status
S0001359,C01359,Standard,2023-07-21,2025-01-11,50,USD,expired
S0001360,C01360,Enterprise,2023-01-25,2024-10-16,200,USD,expired
S0001361,C01361,Pro,2024-10-09,2025-08-05,100,USD,expired
S0001362,C01362,Pro,2024-10-08,,100,USD,active
S0001363,C01363,Enterprise,2022-06-21,,200,USD,active
S0001364,C01364,Enterprise,2024-04-12,2026-01-02,200,USD,expired
S0001365,C01365,Standard,2023-02-20,,50,USD,active
S0001366,C01366,Enterprise,2024-07-31,,200,USD,active
S0001367,C01367,Standard,2023-01-31,2024-03-26,50,USD,expired
S0001368,C01368,Pro,2021-08-10,,100,USD,active
S0001369,C01369,Pro,2024-10-14,,100,USD,active
S0001370,C01370,Enterprise,2022-04-24,,200,USD,active
S0001371,C01371,Standard,2023-08-24,,50,USD,active
S0001372,C01372,Enterprise,2021-02-21,,200,USD,active
S0001373,C01373,Standard,2024-06-22,2026-01-13,50,USD,expired
S0001374,C01374,Enterprise,2024-02-24,,200,USD,active
S0001375,C01375,Standard,2022-11-03,2023-11-28,50,USD,expired
S0001376,C01376,Enterprise,2024-06-03,,200,USD,active
S0001377,C01377,Standard,2022-03-30,,50,USD,active
S0001378,C01378,Pro,2024-08-19,,100,USD,active
S0001379,C01379,Standard,2021-05-10,,50,USD,active
S0001380,C01380,Pro,2024-07-25,,100,USD,active
S0001381,C01381,Enterprise,2023-08-09,,200,USD,active
S0001382,C01382,Pro,2024-12-06,2025-12-31,100,USD,expired
S0001383,C01383,Standard,2022-09-11,2024-08-01,50,USD,expired
S0001384,C01384,Pro,2024-08-22,,100,USD,active
S0001385,C01385,Pro,2023-04-17,2024-09-08,100,USD,expired
S0001386,C01386,Standard,2021-08-27,,50,USD,active
S0001387,C01387,Pro,2021-10-14,,100,USD,active
S0001388,C01388,Enterprise,2021-04-03,,200,USD,active
S0001389,C01389,Pro,2021-03-18,2023-02-06,100,USD,expired
S0001390,C01390,Standard,2022-09-16,,50,USD,active
S0001391,C01391,Enterprise,2023-10-06,,200,USD,active
S0001392,C01392,Enterprise,2021-08-26,2022-12-19,200,USD,expired
S0001393,C01393,Standard,2021-07-19,,50,USD,active
S0001394,C01394,Enterprise,2022-04-26,2024-03-16,200,USD,expired
S0001395,C01395,Enterprise,2024-01-06,,200,USD,active
S0001396,C01396,Standard,2021-10-05,,50,USD,active
S0001397,C01397,Pro,2023-03-07,,100,USD,active
S0001398,C01398,Pro,2023-07-19,,100,USD,active
S0001399,C01399,Pro,2023-01-30,,100,USD,active
S0001400,C01400,Standard,2024-10-05,,50,USD,active
S0001401,C01401,Enterprise,2024-11-27,,200,USD,active
S0001402,C01402,Enterprise,2024-01-12,2025-07-05,200,USD,expired
S0001403,C01403,Pro,2023-05-09,2024-03-04,100,USD,expired
S0001404,C01404,Standard,2024-04-17,,50,USD,active
S0001405,C01405,Enterprise,2021-11-13,,200,USD,active
S0001406,C01406,Standard,2023-04-30,,50,USD,active
S0001407,C01407,Enterprise,2024-09-03,,200,USD,active
S0001408,C01408,Standard,2021-07-22,,50,USD,active
S0001409,C01409,Enterprise,2023-09-30,,200,USD,active
S0001410,C01410,Pro,2024-06-14,,100,USD,active
S0001411,C01411,Enterprise,2023-04-16,,200,USD,active
S0001412,C01412,Enterprise,2022-07-27,,200,USD,active
S0001413,C01413,Enterprise,2021-03-09,,200,USD,active
S0001414,C01414,Pro,2024-11-14,,100,USD,active
S0001415,C01415,Enterprise,2023-01-29,,200,USD,active
S0001416,C01416,Enterprise,2022-03-21,2023-06-14,200,USD,expired
S0001417,C01417,Enterprise,2023-06-28,,200,USD,active
S0001418,C01418,Standard,2023-06-30,,50,USD,active
S0001419,C01419,Enterprise,2022-04-29,,200,USD,active
S0001420,C01420,Pro,2023-01-13,,100,USD,active
S0001421,C01421,Standard,2021-07-23,,50,USD,active
S0001422,C01422,Pro,2024-11-05,2026-01-29,100,USD,expired
S0001423,C01423,Standard,2023-01-23,2024-12-13,50,USD,expired
S0001424,C01424,Standard,2024-01-21,2025-09-12,50,USD,expired
S0001425,C01425,Standard,2024-08-13,,50,USD,active
S0001426,C01426,Standard,2023-01-05,,50,USD,active
S0001427,C01427,Pro,2021-05-05,2021-11-01,100,USD,expired
S0001428,C01428,Pro,2023-03-27,,100,USD,active
S0001429,C01429,Standard,2022-07-20,2024-03-11,50,USD,expired
S0001430,C01430,Pro,2022-01-24,,100,USD,active
S0001431,C01431,Enterprise,2021-09-08,2022-04-06,200,USD,expired
S0001432,C01432,Standard,2023-07-21,,50,USD,active
S0001433,C01433,Pro,2021-07-07,2022-09-30,100,USD,expired
S0001434,C01434,Pro,2024-09-19,,100,USD,active
S0001435,C01435,Standard,2022-03-11,2023-06-04,50,USD,expired
S0001436,C01436,Enterprise,2024-08-07,,200,USD,active
S0001437,C01437,Pro,2024-08-02,,100,USD,active
S0001438,C01438,Standard,2024-05-07,,50,USD,active
S0001439,C01439,Standard,2021-02-13,2022-08-07,50,USD,expired
S0001440,C01440,Pro,2021-04-14,,100,USD,active
S0001441,C01441,Pro,2022-11-15,,100,USD,active
S0001442,C01442,Standard,2022-05-14,,50,USD,active
S0001443,C01443,Pro,2021-09-15,2022-10-10,100,USD,expired
S0001444,C01444,Pro,2024-03-02,,100,USD,active
S0001445,C01445,Pro,2022-02-25,2023-12-17,100,USD,expired
S0001446,C01446,Pro,2021-05-21,,100,USD,active
S0001447,C01447,Enterprise,2024-02-10,2025-09-02,200,USD,expired
S0001448,C01448,Pro,2022-03-01,,100,USD,active
S0001449,C01449,Enterprise,2024-04-15,2025-10-07,200,USD,expired
S0001450,C01450,Standard,2022-03-19,,50,USD,active
S0001451,C01451,Enterprise,2022-04-23,2022-11-19,200,USD,expired
S0001452,C01452,Enterprise,2022-11-04,,200,USD,active
S0001453,C01453,Standard,2021-10-30,,50,USD,active
S0001454,C01454,Pro,2024-05-05,2025-01-30,100,USD,expired
S0001455,C01455,Enterprise,2021-01-06,,200,USD,active
S0001456,C01456,Pro,2022-07-22,,100,USD,active
S0001457,C01457,Standard,2021-10-24,,50,USD,active
S0001458,C01458,Standard,2021-09-24,,50,USD,active
S0001459,C01459,Enterprise,2024-01-12,,200,USD,active
S0001460,C01460,Pro,2022-05-29,,100,USD,active
S0001461,C01461,Standard,2021-12-24,,50,USD,active
S0001462,C01462,Pro,2021-08-14,,100,USD,active
S0001463,C01463,Standard,2024-09-15,2026-05-08,50,USD,expired
S0001464,C01464,Enterprise,2021-02-22,,200,USD,active
S0001465,C01465,Standard,2021-09-27,,50,USD,active
S0001466,C01466,Standard,2021-01-31,,50,USD,active
S0001467,C01467,Enterprise,2023-01-04,2024-12-24,200,USD,expired
S0001468,C01468,Pro,2022-05-03,,100,USD,active
S0001469,C01469,Pro,2024-04-20,,100,USD,active
S0001470,C01470,Enterprise,2022-10-26,2023-07-23,200,USD,expired
S0001471,C01471,Standard,2021-02-02,2022-02-27,50,USD,expired
S0001472,C01472,Enterprise,2021-12-23,,200,USD,active
S0001473,C01473,Pro,2022-06-28,,100,USD,active
S0001474,C01474,Pro,2021-04-18,2022-08-11,100,USD,expired
S0001475,C01475,standard,2021-09-17,,50,USD,active
S0001476,C01476,Enterprise,2023-05-13,2024-03-08,200,USD,expired
S0001477,C01477,Enterprise,2023-12-14,,200,USD,active
S0001478,C01478,Standard,2021-08-21,,50,USD,active
S0001479,C01479,Enterprise,2021-05-11,,200,USD,active
S0001480,C01480,Pro,2023-09-03,,100,USD,active
S0001481,C01481,Standard,2023-07-08,,50,USD,active
S0001482,C01482,Pro,2023-01-12,,100,USD,active
S0001483,C01483,Enterprise,2023-11-18,2024-10-13,200,USD,expired
S0001484,C01484,Pro,2024-04-30,2024-12-26,100,USD,expired
S0001485,C01485,Standard,2021-08-12,,50,USD,active
S0001486,C01486,Standard,2023-07-15,,50,USD,active
S0001487,C01487,Enterprise,2023-10-29,,200,USD,active
S0001488,C01488,Pro,2022-03-30,,100,USD,active
S0001489,C01489,Pro,2024-06-13,2026-02-03,100,USD,expired
S0001490,C01490,Standard,2021-03-30,2022-11-20,50,USD,expired
S0001491,C01491,Pro,2024-09-11,2025-09-06,100,USD,expired
S0001492,C01492,Pro,2023-12-04,2024-07-31,100,USD,expired
S0001493,C01493,Pro,2022-09-10,,100,USD,active
S0001494,C01494,Standard,2023-07-28,,50,USD,active
S0001495,C01495,Pro,2024-08-10,,100,USD,active
S0001496,C01496,Enterprise,2021-03-05,,200,USD,active
S0001497,C01497,Standard,2021-05-05,,50,USD,active
S0001498,C01498,Pro,2023-09-08,,100,USD,active
S0001499,C01499,Standard,2023-04-03,,50,USD,active
S0001500,C01500,Enterprise,2023-05-24,,200,USD,active
S0001501,C01501,Pro,2024-11-06,2026-10-27,100,USD,expired
S0001502,C01502,Enterprise,2021-08-10,2022-07-06,200,USD,expired
S0001503,C01503,Standard,2023-10-02,,50,USD,active
S0001504,C01504,Standard,2024-12-29,,50,USD,active
S0001505,C01505,Pro,2023-06-28,,100,USD,active
S0001506,C01506,Pro,2021-05-31,,100,USD,active
S0001507,C01507,Pro,2021-06-15,,100,USD,active
S0001508,C01508,Standard,2022-10-22,,50,USD,active
S0001509,C01509,Standard,2024-05-30,,50,USD,active
S0001510,C01510,Standard,2021-10-31,,50,USD,active
S0001511,C01511,Pro,2021-05-15,,100,USD,active
S0001512,C01512,Pro,2021-09-16,,100,USD,active
S0001513,C01513,Enterprise,2022-07-18,,200,USD,active
S0001514,C01514,Pro,2024-07-02,,100,USD,active
S0001515,C01515,Enterprise,2024-07-20,,200,USD,active
S0001516,C01516,Enterprise,2024-04-13,2025-10-05,200,USD,expired
S0001517,C01517,Enterprise,2024-01-29,,200,USD,active
S0001518,C01518,Pro,2024-12-29,2025-08-26,100,USD,expired
S0001519,C01519,Enterprise,2022-10-28,,200,USD,active
S0001520,C01520,Enterprise,2023-02-20,,200,USD,active
S0001521,C01521,Standard,2024-05-08,2025-06-02,50,USD,expired
S0001522,C01522,Enterprise,2023-12-23,2024-06-20,200,USD,expired
S0001523,C01523,Enterprise,2022-08-27,2023-12-20,200,USD,expired
S0001524,C01524,Enterprise,2023-07-19,,200,USD,active
S0001525,C01525,Pro,2023-11-02,,100,USD,active
S0001526,C01526,Pro,2024-05-24,,100,USD,active
S0001527,C01527,Standard,2023-06-01,2024-12-22,50,USD,expired
S0001528,C01528,Pro,2021-07-23,2023-02-13,100,USD,expired
S0001529,C01529,Pro,2024-12-08,,100,USD,active
S0001530,C01530,Standard,2021-08-23,,50,USD,active
S0001531,C01531,Pro,2024-09-02,2026-02-24,100,USD,expired
S0001532,C01532,Pro,2024-08-26,,100,USD,active
S0001533,C01533,Pro,2024-02-04,,100,USD,active
S0001534,C01534,Enterprise,2022-03-17,,200,USD,active
S0001535,C01535,Standard,2023-05-31,,50,USD,active
S0001536,C01536,Pro,2023-07-14,,100,USD,active
S0001537,C01537,Standard,2022-04-13,2023-07-07,50,USD,expired
S0001538,C01538,Pro,2023-04-28,2025-01-17,100,USD,expired
S0001539,C01539,Standard,2022-11-26,2023-12-21,50,USD,expired
S0001540,C01540,Pro,2023-07-18,2024-05-13,100,USD,expired
S0001541,C01541,Pro,2023-03-28,,100,USD,active
S0001542,C01542,Standard,2023-05-02,,50,USD,active
S0001543,C01543,Enterprise,2021-07-14,,200,USD,active
S0001544,C01544,Enterprise,2022-10-03,,200,USD,active
S0001545,C01545,Pro,2023-05-25,,100,USD,active
S0001546,C01546,Pro,2022-10-03,,100,USD,active
S0001547,C01547,Pro,2024-09-24,,100,USD,active
S0001548,C01548,Enterprise,2022-06-07,2023-09-30,200,USD,expired
S0001549,C01549,Standard,2023-02-06,,50,USD,active
S0001550,C01550,Enterprise,2021-11-09,,200,USD,active
S0001551,C01551,Pro,2024-11-07,,100,USD,active
S0001552,C01552,Pro,2023-08-30,,100,USD,active
S0001553,C01553,Enterprise,2021-05-18,,200,USD,active
S0001554,C01554,Enterprise,2021-07-06,,200,USD,active
S0001555,C01555,Pro,2021-06-24,,100,USD,active
S0001556,C01556,Enterprise,2021-07-10,2023-01-01,200,USD,expired
S0001557,C01557,Standard,2023-06-04,,50,USD,active
S0001558,C01558,Standard,2021-07-17,,50,USD,active
S0001559,C01559,Pro,2023-02-03,,100,USD,active
S0001560,C01560,Pro,2021-09-24,,100,USD,active
S0001561,C01561,Enterprise,2024-02-14,,200,USD,active
S0001562,C01562,Pro,2021-05-03,,100,USD,active
S0001563,C01563,Enterprise,2024-04-16,,200,USD,active
S0001564,C01564,Pro,2024-02-25,,100,USD,active
S0001565,C01565,Standard,2024-02-25,,50,USD,active
S0001566,C01566,Standard,2022-11-07,2024-01-01,50,USD,expired
S0001567,C01567,Enterprise,2024-10-04,,200,USD,active
S0001568,C01568,Enterprise,2021-09-08,,200,USD,active
S0001569,C01569,Enterprise,2023-04-22,2023-11-18,200,USD,expired
S0001570,C01570,Enterprise,2022-12-26,2024-04-19,200,USD,expired
S0001571,C01571,Enterprise,2024-09-24,,200,USD,active
S0001572,C01572,Standard,2023-05-17,,50,USD,active
S0001573,C01573,Enterprise,2021-04-16,,200,USD,active
S0001574,C01574,Pro,2022-08-13,,100,USD,active
S0001575,C01575,Enterprise,2024-05-14,,200,USD,active
S0001576,C01576,Standard,2022-10-02,2024-09-21,50,USD,expired
S0001577,C01577,Enterprise,2022-12-22,,200,USD,active
S0001578,C01578,Pro,2021-08-01,,100,USD,active
S0001579,C01579,Standard,2024-03-29,,50,USD,active
S0001580,C01580,Standard,2023-11-06,2024-09-01,50,USD,expired
S0001581,C01581,Standard,2022-03-12,,50,USD,active
S0001582,C01582,Standard,2021-11-13,,50,USD,active
S0001583,C01583,Standard,2024-09-06,2025-06-03,50,USD,expired
S0001584,C01584,Standard,2023-09-15,,50,USD,active
S0001585,C01585,Standard,2022-04-05,,50,USD,active
S0001586,C01586,Standard,2021-08-10,,50,USD,active
S0001587,C01587,standard,2022-12-19,,50,USD,active
S0001588,C01588,Standard,2024-02-14,,50,USD,active
S0001589,C01589,Pro,2023-01-23,,100,USD,active
S0001590,C01590,Standard,2021-08-24,,50,USD,active
S0001591,C01591,Enterprise,2022-07-25,2023-03-22,200,USD,expired
S0001592,C01592,Standard,2024-03-21,2025-10-12,50,USD,expired
S0001593,C01593,Standard,2022-04-09,,50,USD,active
S0001594,C01594,Pro,2023-05-29,,100,USD,active
S0001595,C01595,Standard,2024-02-23,,50,USD,active
S0001596,C01596,Standard,2024-06-27,2025-09-20,50,USD,expired
S0001597,C01597,Enterprise,2024-06-10,2025-06-05,200,USD,expired
S0001598,C01598,Pro,2024-10-14,,100,USD,active
S0001599,C01599,Pro,2024-08-09,2025-12-02,100,USD,expired
S0001600,C01600,Standard,2024-02-15,,50,USD,active
S0001601,C01601,Pro,2021-02-23,,100,USD,active
S0001602,C01602,Enterprise,2024-06-01,,200,USD,active
S0001603,C01603,Standard,2024-09-09,,50,USD,active
S0001604,C01604,Standard,2024-11-21,2025-07-19,50,USD,expired
S0001605,C01605,Pro,2022-07-02,,100,USD,active
S0001606,C01606,Pro,2021-03-01,2021-11-26,100,USD,expired
S0001607,C01607,Enterprise,2022-01-05,,200,USD,active
S0001608,C01608,Standard,2022-07-14,,50,USD,active
S0001609,C01609,Enterprise,2024-12-10,,200,USD,active
S0001610,C01610,Standard,2022-09-25,2024-09-14,50,USD,expired
S0001611,C01611,Pro,2022-11-27,,100,USD,active
S0001612,C01612,Standard,2022-12-20,2024-09-10,50,USD,expired
S0001613,C01613,standard,2021-01-13,,50,USD,active
S0001614,C01614,Pro,2022-01-07,,100,USD,active
S0001615,C01615,Enterprise,2021-10-21,2022-04-19,200,USD,expired
S0001616,C01616,Standard,2024-03-05,,50,USD,active
S0001617,C01617,Pro,2024-09-08,2025-06-05,100,USD,expired
S0001618,C01618,Pro,2023-04-01,,100,USD,active
S0001619,C01619,Standard,2021-05-23,,50,USD,active
S0001620,C01620,Enterprise,2021-10-18,,200,USD,active
S0001621,C01621,Pro,2024-07-20,,100,USD,active
S0001622,C01622,Enterprise,2021-03-04,2022-10-25,200,USD,expired
S0001623,C01623,Pro,2021-07-07,,100,USD,active
S0001624,C01624,Pro,2023-12-23,,100,USD,active
S0001625,C01625,Standard,2022-03-17,,50,USD,active
S0001626,C01626,Standard,2023-02-10,2025-01-30,50,USD,expired
S0001627,C01627,Standard,2023-05-10,2025-03-30,50,USD,expired
S0001628,C01628,Enterprise,2023-07-19,2024-09-11,200,USD,expired
S0001629,C01629,Pro,2022-11-30,,100,USD,active
S0001630,C01630,Enterprise,2021-11-19,2023-06-12,200,USD,expired
S0001631,C01631,Enterprise,2023-01-28,,200,USD,active
S0001632,C01632,Pro,2022-10-01,,100,USD,active
S0001633,C01633,Pro,2022-10-27,,100,USD,active
S0001634,C01634,Enterprise,2024-03-08,,200,USD,active
S0001635,C01635,Enterprise,2024-05-06,,200,USD,active
S0001636,C01636,Standard,2021-06-23,,50,USD,active
S0001637,C01637,Standard,2021-04-18,,50,USD,active
S0001638,C01638,Standard,2021-11-15,,50,USD,active
S0001639,C01639,Pro,2021-11-19,,100,USD,active
S0001640,C01640,Standard,2024-06-19,,50,USD,active
S0001641,C01641,Pro,2021-04-12,,100,USD,active
S0001642,C01642,Enterprise,2024-10-12,,200,USD,active
S0001643,C01643,Standard,2021-06-17,,50,USD,active
S0001644,C01644,Enterprise,2022-07-12,,200,USD,active
S0001645,C01645,Standard,2023-06-27,,50,USD,active
S0001646,C01646,Pro,2024-09-17,,100,USD,active
S0001647,C01647,Standard,2023-05-19,,50,USD,active
S0001648,C01648,Standard,2023-09-22,2024-04-19,50,USD,expired
S0001649,C01649,Pro,2024-05-28,,100,USD,active
S0001650,C01650,Pro,2023-06-25,,100,USD,active
S0001651,C01651,Enterprise,2023-04-29,2024-02-23,200,USD,expired
S0001652,C01652,Enterprise,2022-07-14,,200,USD,active
S0001653,C01653,Standard,2022-03-18,2023-03-13,50,USD,expired
S0001654,C01654,Enterprise,2023-11-16,2025-08-07,200,USD,expired
S0001655,C01655,Enterprise,2021-08-22,2023-05-14,200,USD,expired
S0001656,C01656,Standard,2022-12-08,,50,USD,active
S0001657,C01657,Pro,2023-05-31,,100,USD,active
S0001658,C01658,Enterprise,2021-08-16,,200,USD,active
S0001659,C01659,Standard,2022-08-04,,50,USD,active
S0001660,C01660,Pro,2024-10-20,,100,USD,active
S0001661,C01661,Standard,2024-10-21,2025-07-18,50,USD,expired
S0001662,C01662,Standard,2024-04-29,,50,USD,active
S0001663,C01663,Pro,2023-09-24,,100,USD,active
S0001664,C01664,Standard,2023-12-16,2024-11-10,50,USD,expired
S0001665,C01665,Enterprise,2024-09-28,,200,USD,active
S0001666,C01666,Pro,2022-09-24,,100,USD,active
S0001667,C01667,Pro,2021-04-04,,100,USD,active
S0001668,C01668,Enterprise,2022-03-28,,200,USD,active
S0001669,C01669,Pro,2023-03-21,,100,USD,active
S0001670,C01670,Standard,2024-05-12,2026-01-02,50,USD,expired
S0001671,C01671,Pro,2021-04-23,,100,USD,active
S0001672,C01672,Standard,2021-01-16,,50,USD,active
S0001673,C01673,Standard,2022-02-23,2022-10-21,50,USD,expired
S0001674,C01674,Pro,2022-09-10,,100,USD,active
S0001675,C01675,Standard,2022-03-09,,50,USD,active
S0001676,C01676,Enterprise,2021-10-09,2022-07-06,200,USD,expired
S0001677,C01677,Standard,2022-06-08,,50,USD,active
S0001678,C01678,Enterprise,2022-08-16,2024-07-06,200,USD,expired
S0001679,C01679,Enterprise,2022-11-03,,200,USD,active
S0001680,C01680,Pro,2021-09-03,,100,USD,active
S0001681,C01681,Enterprise,2021-01-16,2022-10-08,200,USD,expired
S0001682,C01682,Standard,2023-10-16,,50,USD,active
S0001683,C01683,Standard,2023-06-01,2024-10-23,50,USD,expired
S0001684,C01684,Standard,2021-12-26,,50,USD,active
S0001685,C01685,Enterprise,2021-09-22,2022-06-19,200,USD,expired
S0001686,C01686,Pro,2023-02-18,,100,USD,active
S0001687,C01687,Pro,2023-12-27,2024-07-24,100,USD,expired
S0001688,C01688,Standard,2024-12-12,2026-08-04,50,USD,expired
S0001689,C01689,Pro,2022-04-17,2024-04-06,100,USD,expired
S0001690,C01690,Enterprise,2023-10-22,2025-01-14,200,USD,expired
S0001691,C01691,Enterprise,2024-02-19,,200,USD,active
S0001692,C01692,Standard,2024-09-30,,50,USD,active
S0001693,C01693,Standard,2022-12-27,2024-12-16,50,USD,expired
S0001694,C01694,Standard,2021-05-28,,50,USD,active
S0001695,C01695,Standard,2023-03-25,,50,USD,active
S0001696,C01696,Pro,2021-03-28,,100,USD,active
S0001697,C01697,Pro,2023-06-13,2024-12-04,100,USD,expired
S0001698,C01698,Pro,2021-02-08,,100,USD,active
S0001699,C01699,Pro,2023-07-31,,100,USD,active
S0001700,C01700,Standard,2021-06-09,,50,USD,active
S0001701,C01701,Enterprise,2022-10-04,,200,USD,active
S0001702,C01702,Enterprise,2024-03-25,2024-10-21,200,USD,expired
S0001703,C01703,Enterprise,2023-05-30,,200,USD,active
S0001704,C01704,Standard,2024-03-20,,50,USD,active
S0001705,C01705,Enterprise,2023-04-09,,200,USD,active
S0001706,C01706,Enterprise,2024-12-24,,200,USD,active
S0001707,C01707,Standard,2024-08-04,,50,USD,active
S0001708,C01708,Enterprise,2023-05-06,,200,USD,active
S0001709,C01709,Standard,2022-08-16,,50,USD,active
S0001710,C01710,Pro,2021-08-24,,100,USD,active
S0001711,C01711,Enterprise,2023-04-10,,200,USD,active
S0001712,C01712,Pro,2021-02-12,,100,USD,active
S0001713,C01713,Pro,2022-10-28,,100,USD,active
S0001714,C01714,Standard,2021-12-18,,50,USD,active
S0001715,C01715,Pro,2024-06-19,2026-04-10,100,USD,expired
S0001716,C01716,Pro,2023-08-01,,100,USD,active
S0001717,C01717,Standard,2024-11-13,,50,USD,active
S0001718,C01718,Standard,2023-01-12,2024-11-02,50,USD,expired
S0001719,C01719,Pro,2021-06-30,,100,USD,active
S0001720,C01720,Standard,2023-06-14,2024-04-09,50,USD,expired
S0001721,C01721,Standard,2021-08-05,,50,USD,active
S0001722,C01722,Enterprise,2022-05-14,,200,USD,active
S0001723,C01723,Pro,2023-06-12,2024-04-07,100,USD,expired
S0001724,C01724,Pro,2024-04-21,2026-04-11,100,USD,expired
S0001725,C01725,Enterprise,2023-04-01,,200,USD,active
S0001726,C01726,Standard,2023-12-10,,50,USD,active
S0001727,C01727,Standard,2021-06-11,,50,USD,active
S0001728,C01728,Standard,2023-03-22,2024-07-14,50,USD,expired
S0001729,C01729,Pro,2022-09-28,,100,USD,active
S0001730,C01730,Standard,2022-11-27,,50,USD,active
S0001731,C01731,Pro,2022-03-30,,100,USD,active
S0001732,C01732,Enterprise,2022-11-14,,200,USD,active
S0001733,C01733,Pro,2021-12-11,,100,USD,active
S0001734,C01734,Standard,2021-06-06,2022-12-28,50,USD,expired
S0001735,C01735,Pro,2023-11-12,,100,USD,active
S0001736,C01736,Pro,2024-07-20,,100,USD,active
S0001737,C01737,Enterprise,2021-08-22,,200,USD,active
S0001738,C01738,Enterprise,2023-12-23,2024-07-20,200,USD,expired
S0001739,C01739,Enterprise,2023-11-11,,200,USD,active
S0001740,C01740,Standard,2022-02-02,,50,USD,active
S0001741,C01741,Enterprise,2022-12-17,,200,USD,active
S0001742,C01742,Enterprise,2022-12-21,,200,USD,active
S0001743,C01743,Enterprise,2024-08-14,2025-03-12,200,USD,expired
S0001744,C01744,Standard,2021-10-30,,50,USD,active
S0001745,C01745,Pro,2022-04-29,,100,USD,active
S0001746,C01746,Enterprise,2021-07-30,2022-05-26,200,USD,expired
S0001747,C01747,Standard,2021-10-27,,50,USD,active
S0001748,C01748,Pro,2022-06-09,,100,USD,active
S0001749,C01749,Standard,2022-02-09,,50,USD,active
S0001750,C01750,Pro,2021-12-22,,100,USD,active
S0001751,C01751,Enterprise,2024-05-18,2025-12-09,200,USD,expired
S0001752,C01752,Standard,2021-11-10,,50,USD,active
S0001753,C01753,Enterprise,2024-09-04,,200,USD,active
S0001754,C01754,Standard,2021-06-04,,50,USD,active
S0001755,C01755,Standard,2021-12-29,,50,USD,active
S0001756,C01756,Standard,2024-07-10,2025-05-06,50,USD,expired
S0001757,C01757,Pro,2023-10-09,,100,USD,active
S0001758,C01758,Pro,2023-08-09,2025-04-30,100,USD,expired
S0001759,C01759,Pro,2024-02-29,,100,USD,active
S0001760,C01760,Enterprise,2024-04-01,,200,USD,active
S0001761,C01761,Standard,2023-07-09,2025-05-29,50,USD,expired
S0001762,C01762,Enterprise,2024-10-26,,200,USD,active
S0001763,C01763,Enterprise,2024-03-02,2025-10-23,200,USD,expired
S0001764,C01764,Standard,2024-08-09,,50,USD,active
S0001765,C01765,Pro,2024-07-25,,100,USD,active
S0001766,C01766,Pro,2024-07-03,,100,USD,active
S0001767,C01767,Enterprise,2022-10-24,,200,USD,active
S0001768,C01768,Standard,2024-07-08,,50,USD,active
S0001769,C01769,Pro,2022-10-10,,100,USD,active
S0001770,C01770,Pro,2021-11-06,,100,USD,active
S0001771,C01771,Pro,2023-06-20,,100,USD,active
S0001772,C01772,Enterprise,2021-05-20,,200,USD,active
S0001773,C01773,Pro,2023-08-19,,100,USD,active
S0001774,C01774,Enterprise,2023-06-25,2025-02-14,200,USD,expired
S0001775,C01775,Standard,2024-07-17,,50,USD,active
S0001776,C01776,Pro,2022-09-13,,100,USD,active
S0001777,C01777,Standard,2022-07-17,,50,USD,active
S0001778,C01778,Enterprise,2024-04-26,,200,USD,active
S0001779,C01779,Pro,2021-04-26,2022-11-17,100,USD,expired
S0001780,C01780,Pro,2022-12-22,,100,USD,active
S0001781,C01781,Standard,2023-11-06,2025-09-26,50,USD,expired
S0001782,C01782,Enterprise,2021-06-01,,200,USD,active
S0001783,C01783,Enterprise,2022-09-28,,200,USD,active
S0001784,C01784,Standard,2023-08-04,2025-02-24,50,USD,expired
S0001785,C01785,Standard,2023-07-15,2024-10-07,50,USD,expired
S0001786,C01786,Enterprise,2021-03-19,2023-01-08,200,USD,expired
S0001787,C01787,Standard,2021-04-27,,50,USD,active
S0001788,C01788,Standard,2023-01-26,2024-12-16,50,USD,expired
S0001789,C01789,Enterprise,2022-08-11,,200,USD,active
S0001790,C01790,Standard,2021-06-07,,50,USD,active
S0001791,C01791,Enterprise,2024-08-13,2025-10-07,200,USD,expired
S0001792,C01792,Enterprise,2021-07-04,,200,USD,active
S0001793,C01793,Pro,2024-06-13,,100,USD,active
S0001794,C01794,Pro,2024-05-01,,100,USD,active
S0001795,C01795,Standard,2023-11-05,,50,USD,active
S0001796,C01796,Pro,2023-02-27,,100,USD,active
S0001797,C01797,Enterprise,2023-08-06,,200,USD,active
S0001798,C01798,Pro,2024-04-03,2025-03-29,100,USD,expired
S0001799,C01799,Standard,2024-02-10,,50,USD,active
S0001800,C01800,Pro,2021-03-26,2022-04-20,100,USD,expired
S0001801,C01801,Enterprise,2023-07-11,,200,USD,active
S0001802,C01802,Standard,2024-03-16,,50,USD,active
S0001803,C01803,Enterprise,2024-08-27,,200,USD,active
S0001804,C01804,Enterprise,2022-01-21,2023-09-13,200,USD,expired
S0001805,C01805,Standard,2022-10-21,,50,USD,active
S0001806,C01806,Pro,2024-05-24,2025-04-19,100,USD,expired
S0001807,C01807,Standard,2023-09-02,,50,USD,active
S0001808,C01808,Pro,2023-10-24,2024-12-17,100,USD,expired
S0001809,C01809,Enterprise,2021-11-05,,200,USD,active
S0001810,C01810,standard,2021-05-07,2022-02-01,50,USD,expired
S0001811,C01811,Standard,2023-07-12,2025-02-01,50,USD,expired
S0001812,C01812,Enterprise,2021-07-31,,200,USD,active
S0001813,C01813,Pro,2022-12-05,,100,USD,active
